# ------------------------------ RUN SIMULATION ---------------------------------
timestep ${timestep}
timestep 1e-05
run ${runsteps}
run 100000000
WARNING: Bonds are defined but no bond style is set (src/force.cpp:205)
WARNING: Likewise 1-2 special neighbor interactions != 1.0 (src/force.cpp:207)
WARNING: Angles are defined but no angle style is set (src/force.cpp:210)
WARNING: Likewise 1-3 special neighbor interactions != 1.0 (src/force.cpp:212)
WARNING: More than one fix rigid (src/RIGID/fix_rigid_small.cpp:561)
WARNING: More than one fix rigid (src/RIGID/fix_rigid_small.cpp:561)
Per MPI rank memory allocation (min/avg/max) = 23.71 | 23.71 | 23.71 Mbytes
Step f_hex_spring[1] f_hex_spring[2] f_hex_spring[3] f_hex_spring[4] Temp PotEng KinEng TotEng 
  100000 0.0029840071 0.0023168261  0.026341289  0.026610816   0.97977993            0   0.31492926   0.31492926 
  110000 0.0030333515 0.0022839378  0.025472854  0.025754298   0.98966921            0   0.31810796   0.31810796 
  120000 0.0030818399 0.0022504049   0.02459723   0.02489148   0.99930464            0   0.32120506   0.32120506 
  130000 0.0031294587 0.0022162371  0.023714665  0.024022709    1.0086748            0   0.32421691   0.32421691 
  140000 0.0031761944 0.0021814438  0.022825409  0.023148352    1.0177692            0   0.32714011   0.32714011 
  150000 0.0032220339 0.0021460351  0.021929711  0.022268795    1.0265775            0   0.32997135   0.32997135 
  160000 0.0032655727 0.0021199732  0.021056964  0.021413874    1.0399818            0   0.33427987   0.33427987 
  170000 0.0032564882 0.0024625797   0.02125907  0.021647565    1.0377629            0   0.33356665   0.33356665 
  180000 0.0032464848 0.0028044913  0.021455177  0.021879887    1.0355331            0   0.33284994   0.33284994 
  190000 0.0032355652 0.0031456116  0.021645229  0.022110624     1.033295            0   0.33213054   0.33213054 
  200000 0.0032237327 0.0034858442  0.021829174  0.022339571     1.031051            0   0.33140926   0.33140926 
  210000 0.0032109905 0.0038250932  0.022006959  0.022566525    1.0288038            0   0.33068693   0.33068693 
  220000 0.0031973423 0.0041632628  0.022178534  0.022791295    1.0265558            0   0.32996435   0.32996435 
  230000 0.0031827917 0.0045002576  0.022343851  0.023013695    1.0243095            0   0.32924235   0.32924235 
  240000 0.0031673431 0.0048359825  0.022502863  0.023233545    1.0220676            0   0.32852173   0.32852173 
