c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
2.4608,0.862959,6.78158,3.77149,1.83235,3.20809,0.0623334,-0.0435155,-0.107313,-0.059004,0.0571119,0.137205,-0.0464988,-0.00804985,0.998137,0.038671,-0.228681,-0.611296,-0.192882,-0.732679,-0.214154,-0.0292953,-0.41417,-0.428033,0.08745,-0.130231,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.46727,0.858779,6.77022,3.76536,1.83789,3.22244,0.0669347,-0.0400787,-0.119873,-0.0636053,0.0536752,0.149765,-0.0482829,0.00358358,0.997094,0.0588201,-0.21775,-0.617044,-0.174,-0.735912,-0.215101,-0.0193792,-0.414262,-0.428012,0.0903695,-0.128291,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.47419,0.854945,6.75761,3.75877,1.84309,3.23804,0.07149,-0.0366089,-0.132338,-0.0681606,0.0502054,0.16223,-0.0495465,0.015272,0.99553,0.0789431,-0.206675,-0.6226,-0.155066,-0.738654,-0.215248,-0.00942215,-0.414531,-0.427909,0.0933655,-0.126475,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.48156,0.851459,6.74376,3.75173,1.84793,3.25489,0.075996,-0.0331085,-0.1447,-0.0726665,0.046705,0.174592,-0.0502864,0.0269797,0.993446,0.0990339,-0.195467,-0.627961,-0.136089,-0.740903,-0.214594,0.000508101,-0.414977,-0.427725,0.0964314,-0.124786,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.48938,0.848324,6.72868,3.74424,1.85243,3.27296,0.0804495,-0.02958,-0.156948,-0.0771201,0.0431764,0.18684,-0.0505016,0.0386706,0.990844,0.119086,-0.184136,-0.633125,-0.117079,-0.742657,-0.213143,0.0103442,-0.415596,-0.42746,0.0995602,-0.123228,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.49765,0.845544,6.71237,3.73631,1.85657,3.29225,0.0848475,-0.0260257,-0.169076,-0.0815181,0.0396222,0.198968,-0.0501932,0.0503089,0.987726,0.139095,-0.172693,-0.638089,-0.0980438,-0.743913,-0.210906,0.0200194,-0.416383,-0.427114,0.102745,-0.121806,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.50635,0.84312,6.69487,3.72794,1.86035,3.31275,0.0891868,-0.0224484,-0.181073,-0.0858574,0.0360448,0.210965,-0.0493644,0.0618589,0.984093,0.159052,-0.161146,-0.642852,-0.0789927,-0.74467,-0.207896,0.0294679,-0.417334,-0.426688,0.105978,-0.120521,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.51548,0.841055,6.67616,3.71914,1.86378,3.33444,0.0934644,-0.0188503,-0.192933,-0.090135,0.0324468,0.222825,-0.0480205,0.0732849,0.979948,0.178953,-0.149507,-0.647409,-0.0599344,-0.744928,-0.204135,0.0386258,-0.418442,-0.426184,0.109252,-0.119377,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.52504,0.83935,6.65628,3.70991,1.86684,3.35731,0.0976772,-0.0152342,-0.204645,-0.0943478,0.0288307,0.234537,-0.0461686,0.0845521,0.975295,0.198792,-0.137785,-0.651759,-0.040878,-0.744684,-0.199649,0.0474307,-0.419699,-0.425602,0.112561,-0.118376,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.53502,0.838008,6.63524,3.70027,1.86954,3.38134,0.101822,-0.0116026,-0.216203,-0.0984929,0.025199,0.246095,-0.0438182,0.0956258,0.970137,0.218562,-0.125992,-0.655899,-0.0218322,-0.743939,-0.194467,0.0558231,-0.421098,-0.424943,0.115896,-0.117521,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.5454,0.83703,6.61305,3.69022,1.87188,3.40652,0.105897,-0.00795795,-0.227598,-0.102567,0.0215544,0.25749,-0.0409807,0.106472,0.964478,0.238256,-0.114137,-0.659827,-0.00280592,-0.742693,-0.188626,0.0637458,-0.422627,-0.424209,0.11925,-0.116814,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.55619,0.836417,6.58973,3.67976,1.87385,3.43283,0.109898,-0.00430291,-0.238822,-0.106568,0.0178994,0.268713,-0.0376692,0.117058,0.958322,0.257869,-0.102231,-0.663541,0.0161921,-0.740946,-0.182163,0.0711451,-0.424278,-0.423402,0.122615,-0.116256,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.56738,0.83617,6.56529,3.66891,1.87546,3.46026,0.113822,-0.000640041,-0.249866,-0.110493,0.0142365,0.279758,-0.0338989,0.127352,0.951675,0.277395,-0.0902838,-0.667037,0.0351531,-0.738698,-0.175124,0.0779709,-0.426039,-0.422524,0.125983,-0.115849,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.57896,0.836289,6.53976,3.65766,1.8767,3.48878,0.117668,0.00302808,-0.260724,-0.114338,0.0105684,0.290616,-0.029687,0.137321,0.94454,0.296826,-0.0783069,-0.670315,0.0540683,-0.73595,-0.167557,0.0841767,-0.427897,-0.421577,0.129348,-0.115593,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.59091,0.836775,6.51315,3.64604,1.87757,3.51837,0.121431,0.00669885,-0.271387,-0.118102,0.00689759,0.301279,-0.0250523,0.146937,0.936924,0.316156,-0.0663104,-0.673371,0.072929,-0.732704,-0.159512,0.0897204,-0.429841,-0.420562,0.132702,-0.115489,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.60324,0.837629,6.48549,3.63405,1.87808,3.54903,0.12511,0.0103697,-0.281849,-0.121781,0.00322675,0.311741,-0.0200151,0.15617,0.928834,0.335378,-0.0543046,-0.676204,0.0917267,-0.728961,-0.151043,0.0945645,-0.431857,-0.419482,0.136036,-0.115537,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.61593,0.838849,6.45679,3.62169,1.87822,3.58072,0.128702,0.014038,-0.292101,-0.125373,-0.000441583,0.321992,-0.0145978,0.164993,0.920274,0.354487,-0.0423001,-0.678812,0.110453,-0.724724,-0.14221,0.098676,-0.433931,-0.418339,0.139343,-0.115738,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.62898,0.840436,6.42708,3.60897,1.87799,3.61342,0.132205,0.0177013,-0.302136,-0.128875,-0.0041048,0.332028,-0.00882396,0.17338,0.911251,0.373474,-0.0303074,-0.681192,0.129098,-0.719995,-0.133071,0.102027,-0.43605,-0.417137,0.142617,-0.11609,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.64237,0.842389,6.39637,3.59591,1.8774,3.64711,0.135615,0.0213568,-0.311948,-0.132286,-0.00776033,0.34184,-0.0027188,0.181307,0.901773,0.392333,-0.0183368,-0.683343,0.147656,-0.714776,-0.123689,0.104595,-0.438198,-0.415877,0.145849,-0.116593,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.6561,0.844707,6.36469,3.58252,1.87644,3.68178,0.138931,0.025002,-0.321529,-0.135601,-0.0114056,0.351421,0.00369118,0.18875,0.891848,0.411057,-0.00639874,-0.685262,0.166116,-0.70907,-0.114127,0.106362,-0.440362,-0.414563,0.149032,-0.117246,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.67015,0.847389,6.33207,3.5688,1.87512,3.71739,0.14215,0.0286345,-0.330873,-0.13882,-0.015038,0.360764,0.0103782,0.195688,0.881481,0.429639,0.00549642,-0.686948,0.18447,-0.702882,-0.10445,0.107317,-0.442527,-0.413197,0.152159,-0.118047,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.68452,0.850434,6.29853,3.55476,1.87343,3.75392,0.14527,0.0322515,-0.339972,-0.14194,-0.018655,0.369864,0.0173132,0.202102,0.870682,0.448071,0.0173384,-0.688399,0.202711,-0.696214,-0.0947245,0.107452,-0.444678,-0.411783,0.155223,-0.118995,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.6992,0.853839,6.26409,3.54041,1.87139,3.79135,0.148288,0.0358505,-0.348822,-0.144959,-0.0222541,0.378714,0.0244664,0.207975,0.859459,0.466346,0.0291169,-0.689613,0.22083,-0.689072,-0.0850155,0.106767,-0.4468,-0.410324,0.158217,-0.120087,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.71418,0.857603,6.22877,3.52577,1.86898,3.82966,0.151204,0.0394291,-0.357415,-0.147874,-0.0258326,0.387307,0.0318066,0.21329,0.847819,0.484456,0.0408219,-0.690589,0.238819,-0.681458,-0.0753893,0.105267,-0.448879,-0.408823,0.161135,-0.121321,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.72944,0.861724,6.19261,3.51084,1.86622,3.86881,0.154013,0.0429846,-0.365745,-0.150684,-0.0293882,0.395637,0.0393023,0.218034,0.835773,0.502395,0.0524431,-0.691325,0.25667,-0.673379,-0.0659112,0.102962,-0.450901,-0.407284,0.163969,-0.122693,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.74498,0.866199,6.15563,3.49564,1.86311,3.90878,0.156715,0.0465147,-0.373806,-0.153386,-0.0329182,0.403698,0.0469209,0.222196,0.823328,0.520153,0.0639707,-0.69182,0.274375,-0.664839,-0.0566455,0.0998676,-0.452852,-0.405709,0.166713,-0.124202,-0.532583,-0.0732192,-2.41312,-1.24237,0.393991,-0.579776,3.0,3.0,6.0,6.0,3.0,3.0
2.76917,0.867962,6.1495,3.47177,1.8627,3.9179,0.253493,0.015642,-0.0266252,-0.250164,-0.00204557,0.0565171,0.0245603,0.20706,0.813933,0.542251,0.0492176,-0.694738,0.274379,-0.663049,-0.0598127,-0.703826,-0.362542,0.285312,-0.0429635,-0.228248,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.79464,0.869702,6.14644,3.44664,1.86232,3.92394,0.255882,0.0191473,-0.0344812,-0.252553,-0.00555083,0.0643731,-0.00245117,0.190405,0.803676,0.563777,0.0312206,-0.697587,0.272042,-0.662111,-0.0902189,-0.70474,-0.354383,0.286332,-0.0483559,-0.22588,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.82034,0.871791,6.1426,3.42127,1.86159,3.93077,0.258092,0.0226438,-0.0423024,-0.254763,-0.00904737,0.0721943,-0.0303698,0.1747,0.792053,0.584132,0.0131897,-0.700029,0.269514,-0.661171,-0.12118,-0.702812,-0.348935,0.287108,-0.0538447,-0.223643,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.84626,0.87423,6.13798,3.39569,1.86051,3.93838,0.260121,0.0261292,-0.0500832,-0.256792,-0.0125327,0.079975,-0.0590505,0.16004,0.779034,0.60333,-0.00486583,-0.702058,0.266805,-0.660232,-0.152203,-0.698072,-0.346287,0.287636,-0.0594165,-0.221544,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.87236,0.877017,6.13259,3.36992,1.85909,3.94677,0.261968,0.0296009,-0.0578181,-0.258638,-0.0160045,0.0877099,-0.0883408,0.146511,0.764595,0.621389,-0.0229367,-0.703671,0.263922,-0.659292,-0.182798,-0.690596,-0.346479,0.287915,-0.0650578,-0.219587,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.89864,0.88015,6.12642,3.34397,1.85731,3.95592,0.263631,0.0330565,-0.0655016,-0.260301,-0.0194601,0.0953935,-0.118082,0.134187,0.74872,0.638333,-0.0410135,-0.704863,0.260876,-0.658354,-0.212477,-0.680501,-0.349509,0.287946,-0.0707548,-0.217778,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.92508,0.883627,6.11949,3.31786,1.85519,3.96584,0.265109,0.0364937,-0.0731284,-0.261779,-0.0228972,0.10302,-0.148109,0.123126,0.731396,0.65419,-0.0590868,-0.70563,0.257676,-0.657417,-0.240771,-0.667949,-0.355328,0.287727,-0.0764938,-0.216121,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.95166,0.887448,6.1118,3.29162,1.85273,3.97652,0.266401,0.0399098,-0.0806931,-0.263072,-0.0263134,0.110585,-0.178255,0.113376,0.712617,0.668991,-0.0771472,-0.70597,0.254333,-0.656483,-0.26723,-0.653139,-0.363845,0.287259,-0.0822607,-0.214619,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
2.97836,0.891609,6.10335,3.26525,1.84993,3.98796,0.267507,0.0433026,-0.0881903,-0.264177,-0.0297062,0.118082,-0.208348,0.104969,0.692384,0.682772,-0.0951853,-0.705879,0.250855,-0.65555,-0.291434,-0.636305,-0.374924,0.286545,-0.0880416,-0.213277,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.00515,0.896107,6.09416,3.23879,1.84679,4.00014,0.268425,0.0466697,-0.0956148,-0.265096,-0.0330732,0.125507,-0.238217,0.0979249,0.670705,0.69557,-0.113192,-0.705356,0.247253,-0.65462,-0.312999,-0.617714,-0.388389,0.285584,-0.0938223,-0.212098,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.03204,0.900942,6.08423,3.21224,1.84332,4.01306,0.269155,0.0500086,-0.102961,-0.265825,-0.0364122,0.132853,-0.267689,0.0922474,0.647595,0.707428,-0.131157,-0.704397,0.243537,-0.653691,-0.331582,-0.597663,-0.404026,0.28438,-0.0995888,-0.211084,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.05898,0.906108,6.07357,3.18563,1.83951,4.0267,0.269696,0.0533171,-0.110225,-0.266367,-0.0397206,0.140116,-0.296594,0.0879276,0.623074,0.718387,-0.149072,-0.703002,0.239717,-0.652764,-0.34689,-0.576468,-0.421588,0.282935,-0.105327,-0.210238,-0.62809,-2.63796,-2.63614,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.08592,0.910423,6.08062,3.15902,1.83656,4.02265,0.269362,0.0385846,0.163551,-0.266033,-0.0249881,-0.133659,-0.313706,0.0734871,0.600009,0.732242,-0.166928,-0.70117,0.235803,-0.651838,0.139845,-0.590527,-0.36597,0.281254,-0.111023,-0.209563,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.11287,0.914444,6.09661,3.13241,1.8339,4.00965,0.269526,0.0418398,0.15624,-0.266196,-0.0282433,-0.126348,-0.32507,0.0536676,0.577349,0.747072,-0.184714,-0.698899,0.231806,-0.650912,0.1227,-0.590483,-0.372139,0.279339,-0.116663,-0.209059,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.13982,0.91879,6.11186,3.10579,1.83091,3.99739,0.2695,0.0450702,0.14883,-0.266171,-0.0314738,-0.118938,-0.336608,0.0344126,0.553675,0.760891,-0.202423,-0.69619,0.227736,-0.649985,0.106293,-0.588738,-0.379871,0.277196,-0.122234,-0.208728,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.16676,0.923458,6.12637,3.07918,1.8276,3.98587,0.269286,0.0482737,0.141325,-0.265956,-0.0346773,-0.111433,-0.348245,0.0157961,0.528999,0.773716,-0.220044,-0.693042,0.223604,-0.649057,0.0909147,-0.585324,-0.389029,0.27483,-0.127721,-0.208571,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.19367,0.928444,6.14012,3.0526,1.82397,3.9751,0.268882,0.0514479,0.133731,-0.265553,-0.0378515,-0.103839,-0.359895,-0.00211559,0.503342,0.785568,-0.237568,-0.689456,0.21942,-0.648125,0.0768375,-0.5803,-0.399451,0.272247,-0.133111,-0.208588,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.22053,0.933746,6.15311,3.02607,1.82003,3.9651,0.268291,0.0545907,0.126053,-0.264961,-0.0409942,-0.0961612,-0.371472,-0.0192638,0.476728,0.796472,-0.254988,-0.685433,0.215194,-0.647189,0.0643106,-0.573756,-0.410952,0.269453,-0.138392,-0.208779,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.24733,0.939361,6.16533,2.99962,1.81578,3.95587,0.267511,0.0576997,0.118297,-0.264181,-0.0441032,-0.088405,-0.382886,-0.0355985,0.449184,0.806452,-0.272293,-0.680975,0.210937,-0.646247,0.0535559,-0.565807,-0.423329,0.266455,-0.14355,-0.209144,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.27403,0.945285,6.17677,2.97324,1.81121,3.94742,0.266543,0.0607728,0.110468,-0.263214,-0.0471763,-0.080576,-0.394044,-0.0510781,0.420746,0.815533,-0.289475,-0.676083,0.20666,-0.645297,0.0447638,-0.556595,-0.436362,0.26326,-0.148574,-0.209682,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.30063,0.951514,6.18742,2.94698,1.80634,3.93976,0.265389,0.0638078,0.102571,-0.26206,-0.0502113,-0.0726796,-0.404851,-0.0656701,0.39145,0.823741,-0.306525,-0.670759,0.202372,-0.644337,0.03809,-0.546282,-0.44982,0.259875,-0.153449,-0.210391,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.3271,0.958045,6.19728,2.92084,1.80117,3.93289,0.264049,0.0668026,0.0946132,-0.260719,-0.0532061,-0.0647213,-0.415213,-0.0793513,0.361341,0.831104,-0.323434,-0.665007,0.198085,-0.643365,0.0336527,-0.535052,-0.463466,0.25631,-0.158166,-0.21127,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.35343,0.964873,6.20634,2.89484,1.7957,3.92682,0.262523,0.0697551,0.0865988,-0.259194,-0.0561586,-0.0567069,-0.425034,-0.0921077,0.330465,0.837649,-0.340194,-0.658828,0.193808,-0.64238,0.0315305,-0.523102,-0.477057,0.252572,-0.162712,-0.212316,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.3796,0.971995,6.2146,2.86901,1.78994,3.92155,0.260814,0.0726631,0.0785338,-0.257484,-0.0590667,-0.0486419,-0.434222,-0.103934,0.298874,0.8434,-0.356798,-0.652228,0.189551,-0.641377,0.0317609,-0.510645,-0.490353,0.248672,-0.167076,-0.213528,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.40559,0.979404,6.22205,2.84335,1.78389,3.91709,0.258922,0.0755247,0.070424,-0.255592,-0.0619283,-0.0405321,-0.442684,-0.114835,0.266624,0.848384,-0.373235,-0.645209,0.185326,-0.640356,0.0343399,-0.497901,-0.503119,0.244617,-0.171248,-0.214902,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.43138,0.987098,6.22868,2.81789,1.77756,3.91344,0.256848,0.0783379,0.062275,-0.253519,-0.0647414,-0.0323831,-0.450332,-0.124825,0.233775,0.852625,-0.389498,-0.637776,0.181141,-0.639313,0.0392218,-0.485096,-0.515128,0.240419,-0.175218,-0.216434,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.45695,0.99507,6.2345,2.79265,1.77094,3.91061,0.254594,0.0811005,0.0540926,-0.251265,-0.0675041,-0.0242008,-0.457083,-0.133924,0.20039,0.856145,-0.40558,-0.629933,0.177008,-0.638245,0.0463201,-0.472456,-0.526168,0.236087,-0.178975,-0.218122,0.944528,-2.84098,-2.64531,0.790011,-0.37478,-1.19348,3.0,3.0,6.0,6.0,3.0,3.0
3.48268,1.00153,6.24232,2.76726,1.76584,3.90579,0.258848,0.0530928,0.0944381,-0.255519,-0.0394964,-0.0645462,-0.462716,-0.142444,0.166034,0.859091,-0.418697,-0.623121,0.174936,-0.637032,0.0658912,-0.474883,-0.546596,0.138339,-0.102701,-0.184059,1.00047,-2.93138,-2.71021,0.495239,-0.160291,-1.01719,3.0,3.0,6.0,6.0,3.0,3.0
3.50843,1.00698,6.25135,2.74184,1.76176,3.89975,0.256235,0.0557721,0.0861693,-0.252905,-0.0421757,-0.0562774,-0.46716,-0.150329,0.130904,0.86141,-0.429685,-0.617111,0.174362,-0.635723,0.0773785,-0.462963,-0.555248,0.135815,-0.104303,-0.185036,1.00047,-2.93138,-2.71021,0.495239,-0.160291,-1.01719,3.0,3.0,6.0,6.0,3.0,3.0
3.53392,1.01269,6.25955,2.71668,1.75741,3.89453,0.253441,0.0584169,0.0778503,-0.250112,-0.0448205,-0.0479584,-0.470435,-0.157416,0.0954391,0.863019,-0.440568,-0.610909,0.173837,-0.634406,0.0906741,-0.451902,-0.562304,0.133244,-0.105802,-0.186051,1.00047,-2.93138,-2.71021,0.495239,-0.160291,-1.01719,3.0,3.0,6.0,6.0,3.0,3.0
3.55912,1.01866,6.26692,2.69182,1.75279,3.89016,0.25047,0.0610253,0.0694868,-0.24714,-0.0474288,-0.039595,-0.472479,-0.163761,0.0597171,0.863933,-0.451342,-0.604519,0.173365,-0.633081,0.105528,-0.441908,-0.56763,0.13063,-0.107195,-0.187104,1.00047,-2.93138,-2.71021,0.495239,-0.160291,-1.01719,3.0,3.0,6.0,6.0,3.0,3.0
3.58401,1.02489,6.27345,2.66726,1.74792,3.88662,0.247323,0.0635954,0.061085,-0.243994,-0.0499989,-0.0311931,-0.473236,-0.169426,0.0238197,0.864162,-0.462006,-0.597943,0.172948,-0.631746,0.121662,-0.433168,-0.571127,0.127976,-0.108482,-0.188194,1.00047,-2.93138,-2.71021,0.495239,-0.160291,-1.01719,3.0,3.0,6.0,6.0,3.0,3.0
3.60826,1.0298,6.28109,2.64334,1.74438,3.88196,0.206659,-0.122446,0.286546,-0.20333,0.136043,-0.256655,-0.473004,-0.174217,-0.011384,0.863589,-0.470581,-0.592407,0.174205,-0.630286,0.0212218,-0.287548,-0.454948,-0.33644,0.353299,-0.0203413,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.62876,1.01768,6.30932,2.62318,1.75785,3.85672,0.203183,-0.11988,0.277989,-0.199854,0.133477,-0.248097,-0.475493,-0.175642,-0.0380507,0.861167,-0.457369,-0.600004,0.193046,-0.627329,0.0323145,-0.282238,-0.457613,-0.334585,0.355117,-0.0192581,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.64889,1.00582,6.33668,2.60337,1.77107,3.83235,0.199566,-0.117225,0.269246,-0.196236,0.130822,-0.239354,-0.477178,-0.176652,-0.0647687,0.858429,-0.443895,-0.607343,0.211726,-0.62391,0.043896,-0.27767,-0.45944,-0.332678,0.356954,-0.018304,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.66866,0.994238,6.36316,2.58394,1.78401,3.80885,0.195808,-0.114483,0.260324,-0.192479,0.128079,-0.230432,-0.478036,-0.177283,-0.0915042,0.855383,-0.43017,-0.614417,0.230235,-0.62003,0.0558573,-0.273885,-0.460412,-0.330725,0.358805,-0.0174814,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.68805,0.98293,6.38874,2.56488,1.79668,3.78626,0.191914,-0.111654,0.251229,-0.188585,0.125251,-0.221337,-0.47805,-0.177572,-0.118223,0.852033,-0.416206,-0.621221,0.248562,-0.615689,0.0680859,-0.27092,-0.46052,-0.32873,0.360667,-0.0167923,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.70704,0.97191,6.4134,2.54622,1.80906,3.76459,0.187886,-0.108742,0.241966,-0.184556,0.122339,-0.212075,-0.477205,-0.177559,-0.144891,0.848384,-0.402013,-0.627751,0.266698,-0.61089,0.0804668,-0.268802,-0.459764,-0.326699,0.362533,-0.0162385,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.72562,0.961185,6.43713,2.52798,1.82115,3.74385,0.183726,-0.105749,0.232544,-0.180397,0.119346,-0.202652,-0.475489,-0.177284,-0.171473,0.844439,-0.387603,-0.634001,0.284634,-0.605633,0.0928835,-0.267552,-0.458149,-0.324635,0.364401,-0.0158213,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
3.74378,0.950763,6.45991,2.51015,1.83293,3.72407,0.179438,-0.102676,0.222968,-0.176108,0.116273,-0.193077,-0.472894,-0.176789,-0.197936,0.840201,-0.372987,-0.639965,0.30236,-0.59992,0.105219,-0.267181,-0.455692,-0.322545,0.366264,-0.0155418,0.469248,-2.01023,-2.05238,-0.967975,1.11875,-0.219623,3.0,3.0,6.0,6.0,3.0,3.0
