c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
3.64462,1.82643,3.87547,2.10591,-1.09852,1.78886,0.125476,0.0929735,0.0614323,-0.122147,-0.079377,-0.0315405,0.0362961,-0.634667,0.765932,-0.096066,0.87202,-0.326928,-0.146857,-0.333366,-0.417499,-0.128053,0.188825,0.377001,0.161188,-0.228172,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.65689,1.83521,3.88124,2.09396,-1.10594,1.78607,0.120005,0.082627,0.0540566,-0.116676,-0.0690306,-0.0241648,0.0393052,-0.617518,0.778318,-0.10652,0.860613,-0.336476,-0.156317,-0.348845,-0.418802,-0.129113,0.185183,0.382747,0.160511,-0.218895,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.66861,1.84295,3.88628,2.08257,-1.11232,1.78403,0.114451,0.0722271,0.0466534,-0.111122,-0.0586307,-0.0167615,0.0421418,-0.599972,0.790325,-0.116805,0.848797,-0.345378,-0.165903,-0.364325,-0.420004,-0.130345,0.181562,0.388466,0.159054,-0.20969,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.67978,1.84965,3.89057,2.07174,-1.11766,1.78272,0.108818,0.061781,0.0392277,-0.105488,-0.0481846,-0.00933584,0.0448011,-0.582041,0.801943,-0.126919,0.836584,-0.353621,-0.175585,-0.379803,-0.421103,-0.131745,0.177969,0.394128,0.156827,-0.200606,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.69038,1.8553,3.89412,2.06148,-1.12196,1.78216,0.103109,0.0512961,0.0317849,-0.0997791,-0.0376997,-0.00189306,0.0472782,-0.563737,0.813164,-0.136858,0.823985,-0.361193,-0.185331,-0.395273,-0.422097,-0.133311,0.174414,0.399704,0.153839,-0.191688,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.7004,1.85991,3.89693,2.05179,-1.1252,1.78234,0.0973278,0.0407799,0.0243303,-0.0939983,-0.0271834,0.0055616,0.0495683,-0.545073,0.823979,-0.14662,0.811014,-0.368086,-0.195111,-0.410732,-0.422982,-0.135039,0.170906,0.405166,0.150107,-0.182982,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.70984,1.86346,3.89899,2.04268,-1.12739,1.78327,0.0914795,0.0302396,0.016869,-0.0881501,-0.0166432,0.0130229,0.0516672,-0.526061,0.83438,-0.156203,0.797684,-0.374291,-0.204892,-0.426176,-0.423757,-0.136923,0.167452,0.410486,0.14565,-0.174533,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.71869,1.86596,3.9003,2.03416,-1.12853,1.78495,0.0855679,0.0196829,0.00940635,-0.0822385,-0.0060864,0.0204855,0.0535706,-0.506716,0.84436,-0.165605,0.784008,-0.379803,-0.214644,-0.441599,-0.424419,-0.13896,0.164062,0.415636,0.14049,-0.166384,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.72695,1.8674,3.90087,2.02624,-1.12861,1.78737,0.0795971,0.00911699,0.00194763,-0.0762677,0.00447946,0.0279442,0.0552746,-0.487049,0.853911,-0.174823,0.769999,-0.384617,-0.224335,-0.456995,-0.424967,-0.141144,0.160745,0.42059,0.134654,-0.158578,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.73461,1.86778,3.90069,2.01891,-1.12763,1.79054,0.0735713,-0.00145051,-0.00550193,-0.0702419,0.015047,0.0353938,0.0567754,-0.467076,0.863026,-0.183856,0.755672,-0.388731,-0.233932,-0.47236,-0.4254,-0.14347,0.157508,0.425322,0.128171,-0.151153,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.74166,1.86711,3.89977,2.01219,-1.1256,1.79445,0.0674948,-0.0120122,-0.0129371,-0.0641654,0.0256086,0.0428289,0.0580696,-0.446809,0.871697,-0.192702,0.741039,-0.392144,-0.243403,-0.487687,-0.425717,-0.145933,0.154359,0.42981,0.121075,-0.144148,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.74811,1.86538,3.8981,2.00608,-1.12251,1.7991,0.0613719,-0.0225606,-0.0203525,-0.0580424,0.0361571,0.0502444,0.0591539,-0.426262,0.879918,-0.201359,0.726115,-0.394857,-0.252718,-0.502969,-0.425916,-0.148525,0.151306,0.434028,0.113403,-0.137599,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.75394,1.86259,3.8957,2.00058,-1.11837,1.8045,0.0552068,-0.0330883,-0.0277431,-0.0518774,0.0466848,0.057635,0.0600255,-0.405451,0.887682,-0.209827,0.710914,-0.396872,-0.261844,-0.5182,-0.425997,-0.151241,0.148358,0.437956,0.105193,-0.13154,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.75915,1.85876,3.89256,1.9957,-1.11318,1.81063,0.049004,-0.0435879,-0.0351035,-0.0456745,0.0571843,0.0649954,0.0606814,-0.384388,0.894983,-0.218103,0.69545,-0.398193,-0.270751,-0.533371,-0.425961,-0.154074,0.14552,0.441574,0.0964885,-0.126001,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.76374,1.85388,3.88868,1.99145,-1.10694,1.81749,0.0427677,-0.0540519,-0.0424287,-0.0394383,0.0676483,0.0723206,0.0611193,-0.363089,0.901815,-0.226188,0.679737,-0.398827,-0.279407,-0.548476,-0.425807,-0.157017,0.142801,0.444864,0.0873327,-0.12101,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.7677,1.84795,3.88407,1.98782,-1.09965,1.82509,0.0365025,-0.064473,-0.0497134,-0.0331731,0.0780694,0.0796052,0.0613369,-0.341569,0.908171,-0.23408,0.663789,-0.398782,-0.287782,-0.563506,-0.425535,-0.160062,0.140207,0.447807,0.0777731,-0.116595,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77104,1.84099,3.87874,1.98481,-1.09132,1.83341,0.0302127,-0.0748438,-0.0569524,-0.0268833,0.0884403,0.0868443,0.0613322,-0.319842,0.914048,-0.241778,0.64762,-0.398066,-0.295847,-0.578452,-0.425146,-0.163203,0.137744,0.45039,0.0678587,-0.112776,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77374,1.83298,3.87268,1.98244,-1.08196,1.84246,0.0239028,-0.085157,-0.0641408,-0.0205734,0.0987535,0.0940326,0.0611036,-0.297923,0.919438,-0.249282,0.631244,-0.39669,-0.303573,-0.593306,-0.424642,-0.16643,0.135419,0.452599,0.0576403,-0.109574,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77582,1.82396,3.86591,1.9807,-1.07157,1.85222,0.0175772,-0.0954054,-0.0712733,-0.0142477,0.109002,0.101165,0.0606495,-0.275827,0.924338,-0.256592,0.614675,-0.394667,-0.31093,-0.608059,-0.424023,-0.169737,0.133237,0.454422,0.0471701,-0.107004,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77726,1.81391,3.85843,1.97959,-1.06017,1.86269,0.0112403,-0.105582,-0.078345,-0.0079109,0.119178,0.108237,0.059969,-0.253571,0.928743,-0.263708,0.597927,-0.392011,-0.317891,-0.6227,-0.423291,-0.173114,0.131203,0.455851,0.0365019,-0.105081,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77806,1.80284,3.85024,1.97912,-1.04774,1.87386,0.00489673,-0.115679,-0.0853509,-0.0015673,0.129275,0.115243,0.0590609,-0.231168,0.932648,-0.270629,0.581014,-0.388738,-0.32443,-0.637221,-0.422447,-0.176554,0.129324,0.456877,0.0256904,-0.103814,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77824,1.79077,3.84136,1.97928,-1.03431,1.88574,-0.00144915,-0.125689,-0.0922861,0.00477858,0.139286,0.122178,0.0579247,-0.208634,0.93605,-0.277356,0.563949,-0.384863,-0.33052,-0.651612,-0.421495,-0.180048,0.127602,0.457497,0.0147908,-0.10321,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77777,1.77771,3.83179,1.98007,-1.01989,1.8983,-0.00779283,-0.135606,-0.0991456,0.0111223,0.149203,0.129037,0.05656,-0.185986,0.938945,-0.283888,0.546747,-0.380407,-0.336138,-0.66586,-0.420436,-0.183588,0.126044,0.457706,0.00385917,-0.103271,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77668,1.76366,3.82154,1.9815,-1.00448,1.91154,-0.0141298,-0.145423,-0.105925,0.0174593,0.159019,0.135817,0.0549668,-0.163238,0.941329,-0.290227,0.529419,-0.375388,-0.341259,-0.679957,-0.419273,-0.187163,0.124652,0.457503,-0.00704863,-0.103998,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77495,1.74863,3.81061,1.98357,-0.988087,1.92546,-0.0204557,-0.155132,-0.112618,0.0237851,0.168729,0.14251,0.0531451,-0.140407,0.943199,-0.296373,0.511979,-0.369828,-0.34586,-0.693891,-0.418008,-0.190767,0.12343,0.45689,-0.0178767,-0.105386,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.77259,1.73263,3.79902,1.98626,-0.970734,1.94004,-0.026766,-0.164727,-0.119222,0.0300954,0.178324,0.149114,0.0510955,-0.117507,0.944553,-0.302326,0.494441,-0.363749,-0.349921,-0.707651,-0.416645,-0.194389,0.122381,0.45587,-0.0285695,-0.107428,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.7696,1.71569,3.78677,1.98958,-0.952427,1.95528,-0.0330562,-0.174201,-0.125731,0.0363856,0.187798,0.155623,0.0488187,-0.0945555,0.945388,-0.308088,0.476816,-0.357174,-0.353421,-0.721226,-0.415188,-0.198021,0.121508,0.454447,-0.0390722,-0.110115,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.76598,1.6978,3.77387,1.99354,-0.933178,1.97116,-0.0393219,-0.183548,-0.132141,0.0426513,0.197144,0.162033,0.0463156,-0.0715672,0.945701,-0.31366,0.459117,-0.350129,-0.356342,-0.734604,-0.413639,-0.201654,0.120813,0.45263,-0.0493312,-0.113432,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.76173,1.67898,3.76034,1.99811,-0.913002,1.98768,-0.0455587,-0.19276,-0.138447,0.0488881,0.206356,0.168339,0.0435875,-0.0485582,0.945492,-0.319041,0.441356,-0.342638,-0.358666,-0.747772,-0.412004,-0.205279,0.120297,0.450427,-0.0592937,-0.117362,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.75687,1.65925,3.74619,2.00331,-0.891912,2.00482,-0.0517622,-0.201831,-0.144645,0.0550916,0.215428,0.174537,0.040636,-0.0255443,0.944758,-0.324235,0.423544,-0.334728,-0.360377,-0.76072,-0.410285,-0.208886,0.119962,0.44785,-0.0689088,-0.121885,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.75138,1.63862,3.73142,2.00913,-0.869922,2.02258,-0.057928,-0.210755,-0.150731,0.0612574,0.224352,0.180623,0.0374628,-0.00254117,0.943499,-0.329242,0.405694,-0.326428,-0.361462,-0.773436,-0.408487,-0.212466,0.119809,0.444912,-0.0781272,-0.126978,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.74528,1.6171,3.71604,2.01556,-0.847047,2.04095,-0.0640518,-0.219526,-0.156699,0.0673812,0.233123,0.186591,0.0340701,0.0204353,0.941713,-0.334063,0.387816,-0.317765,-0.361906,-0.785906,-0.406615,-0.216012,0.119838,0.441628,-0.0869016,-0.132615,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.73857,1.59472,3.70008,2.0226,-0.823302,2.0599,-0.0701292,-0.228137,-0.162547,0.0734586,0.241734,0.192438,0.0304601,0.0433695,0.9394,-0.338701,0.369921,-0.308768,-0.361699,-0.798119,-0.404672,-0.219514,0.120049,0.438015,-0.0951871,-0.138766,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.73126,1.57148,3.68354,2.03025,-0.798705,2.07943,-0.0761559,-0.236582,-0.168269,0.0794854,0.250179,0.198161,0.0266355,0.0662456,0.936561,-0.343156,0.352019,-0.299468,-0.360831,-0.810063,-0.402665,-0.222963,0.120441,0.434092,-0.102941,-0.145402,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.72334,1.54741,3.66643,2.0385,-0.773272,2.09953,-0.0821278,-0.244856,-0.173862,0.0854572,0.258453,0.203754,0.0225992,0.0890482,0.933194,-0.347432,0.33412,-0.289895,-0.359294,-0.821726,-0.400598,-0.22635,0.121014,0.429878,-0.110124,-0.152486,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.71483,1.52252,3.64877,2.04734,-0.747021,2.12018,-0.0880406,-0.252952,-0.179321,0.09137,0.266549,0.209213,0.0183542,0.111762,0.929301,-0.351529,0.316234,-0.280079,-0.357081,-0.833094,-0.398476,-0.229668,0.121766,0.425394,-0.1167,-0.159984,-1.20686,-0.63229,0.615769,1.827,0.0412394,-1.12856,3.0,3.0,6.0,6.0,3.0,3.0
3.70993,1.50668,3.63892,2.05258,-0.729822,2.13301,-0.0150264,-0.0756938,-0.0277346,0.0183558,0.0892902,0.0576265,0.0242002,0.140012,0.924678,-0.353245,0.295551,-0.270073,-0.35321,-0.845549,-0.732669,0.0408292,0.00466357,0.514449,-0.110775,-0.247935,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.70814,1.49871,3.63588,2.0547,-0.7205,2.13904,-0.0208659,-0.0835527,-0.0330308,0.0241953,0.0971491,0.0629226,0.0388842,0.173109,0.918787,-0.352635,0.272441,-0.259851,-0.347511,-0.858772,-0.732865,0.0369772,0.0059151,0.506402,-0.118302,-0.260695,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.70576,1.48997,3.63232,2.05741,-0.710395,2.1456,-0.0266895,-0.0913478,-0.0382931,0.0300189,0.104944,0.0681849,0.0533323,0.206051,0.911641,-0.351581,0.249406,-0.249439,-0.340759,-0.87147,-0.73303,0.0332266,0.00744742,0.497894,-0.124383,-0.273918,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.7028,1.48045,3.62823,2.06071,-0.699513,2.15268,-0.032493,-0.0990737,-0.0435178,0.0358225,0.11267,0.0734097,0.0675257,0.238791,0.903247,-0.350092,0.226463,-0.238898,-0.332959,-0.883618,-0.733165,0.029598,0.00925214,0.488999,-0.128965,-0.287487,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.69926,1.47016,3.62361,2.06458,-0.687863,2.16028,-0.0382725,-0.106725,-0.0487014,0.041602,0.120321,0.0785932,0.0814464,0.271284,0.893613,-0.348176,0.203628,-0.228293,-0.324121,-0.895189,-0.733269,0.0261111,0.0113194,0.479796,-0.132005,-0.301282,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.69515,1.4591,3.61849,2.06903,-0.675452,2.16839,-0.0440239,-0.114296,-0.05384,0.0473533,0.127892,0.0837318,0.0950769,0.303485,0.882751,-0.345843,0.180917,-0.217686,-0.31426,-0.906158,-0.73334,0.0227852,0.0136378,0.470367,-0.133478,-0.31518,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.69046,1.4473,3.61285,2.07405,-0.662287,2.17702,-0.049743,-0.121782,-0.0589301,0.0530724,0.135378,0.0888219,0.1084,0.335347,0.870674,-0.343103,0.158343,-0.207139,-0.303392,-0.916501,-0.733379,0.0196383,0.0161948,0.460796,-0.133371,-0.329058,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.6852,1.43475,3.6067,2.07964,-0.648379,2.18616,-0.0554258,-0.129177,-0.0639681,0.0587552,0.142773,0.0938599,0.121401,0.366825,0.857394,-0.339965,0.135919,-0.196713,-0.291543,-0.926193,-0.733386,0.0166878,0.0189763,0.451167,-0.131684,-0.342794,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.67938,1.42147,3.60006,2.0858,-0.633736,2.19579,-0.0610683,-0.136476,-0.0689504,0.0643978,0.150072,0.0988422,0.134063,0.397875,0.842929,-0.336442,0.113656,-0.186468,-0.278738,-0.93521,-0.733359,0.0139497,0.021967,0.441566,-0.128433,-0.356265,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.67299,1.40746,3.59291,2.09252,-0.618368,2.20592,-0.0666666,-0.143674,-0.0738735,0.0699961,0.15727,0.103765,0.146371,0.428452,0.827296,-0.332544,0.0915634,-0.176462,-0.26501,-0.943529,-0.7333,0.0114391,0.0251507,0.432078,-0.123646,-0.369352,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.66604,1.39274,3.58528,2.09979,-0.602286,2.21654,-0.0722167,-0.150766,-0.078734,0.0755462,0.164362,0.108626,0.158312,0.458514,0.810514,-0.328284,0.0696499,-0.166751,-0.250393,-0.951129,-0.733209,0.00916972,0.0285099,0.422786,-0.117365,-0.38194,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.65855,1.37731,3.57717,2.10762,-0.585499,2.22765,-0.0777147,-0.157746,-0.0835284,0.0810442,0.171343,0.11342,0.169873,0.488016,0.792603,-0.323672,0.0479231,-0.15739,-0.234929,-0.957988,-0.733087,0.00715398,0.0320261,0.413773,-0.109647,-0.393916,-2.20701,0.168387,0.173562,2.31886,0.229064,-1.59743,3.0,3.0,6.0,6.0,3.0,3.0
3.65073,1.36171,3.56873,2.11578,-0.568539,2.23908,-0.017492,-0.0126136,-0.0455801,0.0208214,0.02621,0.075472,0.181446,0.516674,0.773791,-0.318391,0.0261907,-0.148124,-0.218892,-0.964085,-0.672103,0.113584,-0.30121,0.576975,-0.245224,-0.285888,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.64871,1.36011,3.56393,2.11813,-0.565578,2.24686,-0.0228989,-0.0194146,-0.0502483,0.0262283,0.033011,0.0801402,0.204174,0.537791,0.759646,-0.303368,-0.000946228,-0.130443,-0.208386,-0.969308,-0.67261,0.113176,-0.30023,0.567943,-0.240392,-0.307277,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.64615,1.35783,3.55868,2.12102,-0.561938,2.25511,-0.0282884,-0.0261971,-0.0548705,0.0316179,0.0397935,0.0847624,0.226585,0.558196,0.744422,-0.287946,-0.0278536,-0.112993,-0.196551,-0.973563,-0.673115,0.112851,-0.29922,0.559269,-0.233089,-0.328107,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.64305,1.35487,3.55296,2.12445,-0.55762,2.26381,-0.0336569,-0.0329563,-0.0594435,0.0369863,0.0465527,0.0893354,0.248649,0.57786,0.728139,-0.272148,-0.0545156,-0.0958778,-0.183427,-0.976827,-0.673615,0.112609,-0.298183,0.551055,-0.2234,-0.348134,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.63942,1.35124,3.54679,2.12842,-0.552628,2.27297,-0.0390004,-0.0396875,-0.063964,0.0423298,0.0532839,0.0938559,0.270338,0.596756,0.710819,-0.256,-0.0809177,-0.0791979,-0.169063,-0.97908,-0.674107,0.112453,-0.297127,0.543396,-0.211438,-0.367126,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.63525,1.34693,3.54017,2.13292,-0.546964,2.28258,-0.0443152,-0.0463859,-0.0684288,0.0476446,0.0599823,0.0983207,0.291621,0.614857,0.692486,-0.239523,-0.107047,-0.0630505,-0.153517,-0.980305,-0.67459,0.112382,-0.296057,0.536381,-0.197343,-0.384861,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.63056,1.34196,3.53311,2.13795,-0.540633,2.29263,-0.0495976,-0.0530467,-0.0728348,0.052927,0.0666432,0.102727,0.312472,0.632137,0.673164,-0.222744,-0.132893,-0.0475284,-0.136852,-0.980486,-0.675059,0.112398,-0.294979,0.530092,-0.181277,-0.401133,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.62533,1.33633,3.52561,2.1435,-0.533637,2.30312,-0.0548438,-0.0596654,-0.0771789,0.0581733,0.0732618,0.107071,0.332862,0.648571,0.65288,-0.205686,-0.158445,-0.0327199,-0.11914,-0.979607,-0.675513,0.1125,-0.2939,0.524602,-0.163429,-0.415753,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.61959,1.33003,3.51767,2.14958,-0.525982,2.31405,-0.0600502,-0.0662371,-0.081458,0.0633796,0.0798336,0.11135,0.352764,0.664135,0.631662,-0.188375,-0.183694,-0.018708,-0.100458,-0.977658,-0.675949,0.112687,-0.292824,0.519974,-0.144007,-0.42855,-2.01859,0.384086,-0.884676,2.96897,-0.139453,-1.28518,3.0,3.0,6.0,6.0,3.0,3.0
3.6204,1.33348,3.51605,2.1491,-0.528073,2.31866,0.0955384,0.125047,0.0200275,-0.0922089,-0.111451,0.00986439,0.380462,0.672361,0.612981,-0.165632,-0.206561,-0.00416615,-0.0912913,-0.974157,-0.506112,0.0982171,-0.691615,0.479366,-0.278555,-0.00545872,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.6297,1.34566,3.51784,2.14014,-0.538888,2.31985,0.0903161,0.11844,0.0158026,-0.0869867,-0.104843,0.0140893,0.410534,0.673416,0.5991,-0.138029,-0.22857,0.0116965,-0.0935922,-0.968948,-0.512586,0.101346,-0.686376,0.479825,-0.277055,-0.0205594,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.63846,1.35717,3.51921,2.1317,-0.549039,2.32148,0.0850313,0.111754,0.0115771,-0.0817018,-0.0981574,0.0183148,0.439815,0.67349,0.583785,-0.110315,-0.250434,0.0276194,-0.0950687,-0.963059,-0.518709,0.105174,-0.68118,0.480587,-0.274215,-0.0354537,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.6467,1.368,3.52016,2.1238,-0.558517,2.32352,0.0796876,0.104994,0.00735392,-0.0763582,-0.0913974,0.0225379,0.468258,0.672575,0.567065,-0.0825555,-0.272146,0.0435414,-0.0957171,-0.956493,-0.524434,0.109671,-0.676068,0.481645,-0.270056,-0.0500165,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.6544,1.37816,3.52068,2.11643,-0.567316,2.32598,0.074289,0.0981645,0.00313614,-0.0709595,-0.084568,0.0267557,0.495819,0.670664,0.54897,-0.054819,-0.293698,0.0594011,-0.0955377,-0.949255,-0.529717,0.114804,-0.671079,0.482992,-0.264615,-0.0641258,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.66156,1.38763,3.52079,2.10961,-0.575429,2.32887,0.0688391,0.0912707,-0.00107331,-0.0655096,-0.0776743,0.0309652,0.522457,0.66775,0.529537,-0.0271727,-0.315082,0.0751375,-0.0945347,-0.94135,-0.534516,0.120532,-0.666252,0.484614,-0.257937,-0.0776631,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.66817,1.39641,3.52047,2.10333,-0.582849,2.33218,0.0633418,0.0843173,-0.00527146,-0.0600123,-0.0707209,0.0351633,0.54813,0.663831,0.508804,0.000316995,-0.336292,0.0906902,-0.0927161,-0.932784,-0.538795,0.126811,-0.661624,0.4865,-0.250078,-0.0905149,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.67422,1.4045,3.51973,2.09761,-0.589571,2.3359,0.057801,0.0773093,-0.00945534,-0.0544716,-0.0637129,0.0393472,0.5728,0.658902,0.486813,0.0275841,-0.35732,0.105999,-0.0900941,-0.923563,-0.54252,0.133592,-0.657231,0.488633,-0.241104,-0.102573,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
3.67972,1.41187,3.51858,2.09244,-0.59559,2.34004,0.0522206,0.0702515,-0.013622,-0.0488912,-0.0566551,0.0435139,0.59643,0.652964,0.463608,0.0545635,-0.378159,0.121006,-0.0866844,-0.913695,-0.545661,0.140822,-0.653108,0.490994,-0.23109,-0.113737,-1.44236,0.590928,-2.13522,2.68051,-0.608755,0.0210208,3.0,3.0,6.0,6.0,3.0,3.0
