# ------------------------------ RUN SIMULATION ---------------------------------
timestep ${timestep}
timestep 1e-05
run ${runsteps}
run 100000000
WARNING: Bonds are defined but no bond style is set (src/force.cpp:205)
WARNING: Likewise 1-2 special neighbor interactions != 1.0 (src/force.cpp:207)
WARNING: Angles are defined but no angle style is set (src/force.cpp:210)
WARNING: Likewise 1-3 special neighbor interactions != 1.0 (src/force.cpp:212)
WARNING: More than one fix rigid (src/RIGID/fix_rigid_small.cpp:561)
WARNING: More than one fix rigid (src/RIGID/fix_rigid_small.cpp:561)
Per MPI rank memory allocation (min/avg/max) = 23.03 | 23.03 | 23.03 Mbytes
Step f_hex_spring[1] f_hex_spring[2] f_hex_spring[3] f_hex_spring[4] Temp PotEng KinEng TotEng 
  100000 -0.0024293543 -0.00080507424 -0.00085514259 0.0026983654    1.2553495  -0.84335902   0.40350519  -0.43985383 
  110000 -0.002356366 -0.00072812937 -0.0010255797 0.0026710385    1.2703941  -0.84815704   0.40834095  -0.43981609 
  120000 -0.0022706331 -0.00068553364 -0.0011841971 0.0026510477    1.6420029  -0.96757535   0.52778664  -0.43978872 
  130000 -0.0020466809 -0.00059544941 -0.001332217 0.0025136159     1.747951   -1.0014475   0.56184138  -0.43960613 
  140000 -0.0019672139 -0.00049383041 -0.0014797408 0.0025106636    2.0164618   -1.0877508   0.64814845  -0.43960231 
  150000 -0.0019656077 -0.00037817649 -0.0016168238 0.0025730819    1.8744772   -1.0421945   0.60251051  -0.43968394 
  160000 -0.0018307201 -0.00024975329 -0.0017031642  0.002512903    1.3123877  -0.86377507   0.42183889  -0.44193617 
  170000 -0.0017418849 -0.00022298226 -0.0017402642 0.0024723276    1.9760509   -1.0770434   0.63515921  -0.44188414 
  180000 -0.0015575976 -0.00021697534 -0.0017082751 0.0023219372     2.399175   -1.2140275    0.7711634  -0.44286415 
  190000 -0.0012730387 -0.0001914135 -0.0016223157 0.0020710323    2.2240012   -1.1586036   0.71485753   -0.4437461 
  200000 -0.0012632673 -0.00011274835 -0.0016538532 0.0020841754    2.3303912     -1.19398   0.74905432  -0.44492565 
  210000 -0.0013934143 -5.4757015e-07 -0.0017906895 0.0022689585    1.9699464   -1.0794951   0.63319705  -0.44629807 
