timestep,c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
110000.0,71.1555,91.5141,11.642,69.0929,88.1222,11.5462,-0.714902,0.483655,0.531619,-0.710062,-0.919672,-0.593017,-0.322993,-0.405288,-0.0677354,0.852543,-0.687432,0.0378234,-0.118926,0.715446,-1.22333,-0.952144,-0.203352,-0.819938,0.167243,-0.149382,-3.90514,-2.63643,-0.441927,-4.92427,1.06687,-0.726391,3.0,3.0,6.0,6.0,3.0,3.0
120000.0,71.0839,91.5624,11.6951,69.022,88.0304,11.487,-0.716298,0.481614,0.531419,-0.708666,-0.91763,-0.592817,-0.374721,-0.445763,-0.0665388,0.810217,-0.716856,0.0439419,-0.120032,0.685404,-1.21963,-0.959909,-0.186114,-0.821218,0.162977,-0.148661,-3.9019,-2.63886,-0.442065,-4.9248,1.06786,-0.730573,3.0,3.0,6.0,6.0,3.0,3.0
130000.0,71.0122,91.6105,11.7483,68.9512,87.9387,11.4277,-0.717323,0.479925,0.531163,-0.70764,-0.915941,-0.592561,-0.423625,-0.484109,-0.0643996,0.762911,-0.745004,0.0497764,-0.121026,0.654098,-1.21767,-0.965285,-0.167789,-0.822394,0.158834,-0.146549,-3.8992,-2.64079,-0.441337,-4.92416,1.06799,-0.732759,3.0,3.0,6.0,6.0,3.0,3.0
140000.0,70.9405,91.6584,11.8014,68.8804,87.8472,11.3684,-0.717998,0.478714,0.53099,-0.706966,-0.91473,-0.592388,-0.469444,-0.520047,-0.0612694,0.710929,-0.771827,0.0552832,-0.121862,0.621592,-1.21774,-0.968077,-0.149173,-0.823637,0.155143,-0.143206,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
150000.0,70.8686,91.7062,11.8545,68.8098,87.7558,11.3092,-0.718531,0.477708,0.530864,-0.706433,-0.913725,-0.592262,-0.511946,-0.553305,-0.0571124,0.654601,-0.797285,0.0604306,-0.122493,0.587945,-1.21965,-0.968344,-0.130629,-0.824909,0.15212,-0.139069,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
160000.0,70.7967,91.7539,11.9075,68.7391,87.6644,11.25,-0.719065,0.476666,0.530708,-0.705899,-0.912683,-0.592106,-0.550907,-0.583634,-0.0519043,0.594289,-0.821336,0.0652081,-0.122884,0.553222,-1.22317,-0.966181,-0.112448,-0.826089,0.149848,-0.134452,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
170000.0,70.7248,91.8016,11.9606,68.6686,87.5732,11.1908,-0.719598,0.475589,0.530523,-0.705366,-0.911605,-0.591921,-0.586122,-0.610803,-0.0456316,0.530375,-0.843938,0.0696118,-0.123,0.517489,-1.22821,-0.96164,-0.0950811,-0.827144,0.148391,-0.129489,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
180000.0,70.6528,91.8491,12.0136,68.5981,87.4821,11.1316,-0.72013,0.474475,0.530309,-0.704833,-0.910491,-0.591707,-0.617413,-0.6346,-0.0382925,0.463268,-0.865051,0.0736425,-0.122809,0.480814,-1.23465,-0.954835,-0.0789595,-0.828044,0.147791,-0.124322,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
190000.0,70.5808,91.8965,12.0667,68.5276,87.3911,11.0724,-0.720663,0.473325,0.530066,-0.704301,-0.909342,-0.591464,-0.644628,-0.654829,-0.0298965,0.393395,-0.884639,0.0773058,-0.122281,0.443267,-1.24232,-0.945933,-0.0644827,-0.828762,0.148065,-0.119099,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
200000.0,70.5087,91.9437,12.1197,68.4572,87.3002,11.0133,-0.721195,0.47214,0.529794,-0.703769,-0.908156,-0.591192,-0.667643,-0.671315,-0.0204652,0.3212,-0.902666,0.0806116,-0.121388,0.404921,-1.25103,-0.935156,-0.0520098,-0.829279,0.149207,-0.113971,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
