timestep,body_id,id,x,y,z
16000.0,2.0,10.0,0.362738,2.53153,2.91607
16000.0,2.0,11.0,0.061058,2.06325,3.74656
16000.0,2.0,12.0,0.407574,1.14967,3.95936
16000.0,2.0,13.0,1.05577,0.704351,3.34167
16000.0,2.0,14.0,0.709254,1.61794,3.12887
17000.0,1.0,1.0,1.41045,0.617052,-0.155247
17000.0,1.0,2.0,1.0586,1.52382,0.0770887
17000.0,1.0,3.0,0.0932072,1.64092,0.310134
17000.0,1.0,4.0,-0.520333,0.851254,0.310843
17000.0,1.0,5.0,-0.168483,-0.0555103,0.0785072
17000.0,1.0,6.0,0.796907,-0.172611,-0.154538
17000.0,1.0,7.0,0.445057,0.734153,0.077798
17000.0,2.0,8.0,1.27131,1.22154,2.62893
17000.0,2.0,9.0,0.990394,2.16015,2.42867
17000.0,2.0,10.0,0.410328,2.65697,3.07419
17000.0,2.0,11.0,0.111175,2.21519,3.91996
17000.0,2.0,12.0,0.392088,1.27658,4.12022
17000.0,2.0,13.0,0.972153,0.779756,3.4747
17000.0,2.0,14.0,0.691241,1.71836,3.27445
18000.0,1.0,1.0,1.44688,0.67217,-0.20322
18000.0,1.0,2.0,1.08086,1.58215,-0.00837607
18000.0,1.0,3.0,0.116852,1.69201,0.23374
18000.0,1.0,4.0,-0.48113,0.891898,0.281012
18000.0,1.0,5.0,-0.115104,-0.0180809,0.0861683
18000.0,1.0,6.0,0.848903,-0.127945,-0.155948
18000.0,1.0,7.0,0.482878,0.782034,0.0388961
18000.0,2.0,8.0,1.17697,1.29097,2.74804
18000.0,2.0,9.0,0.977785,2.25379,2.56558
18000.0,2.0,10.0,0.448608,2.78848,3.22443
18000.0,2.0,11.0,0.118614,2.36034,4.06574
18000.0,2.0,12.0,0.317797,1.39751,4.2482
18000.0,2.0,13.0,0.846975,0.862827,3.58935
18000.0,2.0,14.0,0.647791,1.82565,3.40689
19000.0,1.0,1.0,1.48344,0.70137,-0.238687
19000.0,1.0,2.0,1.1094,1.61965,-0.10886
19000.0,1.0,3.0,0.144269,1.73801,0.124629
19000.0,1.0,4.0,-0.446815,0.938084,0.228291
19000.0,1.0,5.0,-0.0727693,0.0198054,0.0984641
19000.0,1.0,6.0,0.89236,-0.0985513,-0.135025
19000.0,1.0,7.0,0.518314,0.819727,-0.00519786
19000.0,2.0,8.0,1.03712,1.34997,2.8676
19000.0,2.0,9.0,0.925889,2.33073,2.70717
19000.0,2.0,10.0,0.460102,2.89871,3.38573
19000.0,2.0,11.0,0.10555,2.48593,4.22472
19000.0,2.0,12.0,0.216786,1.50517,4.38515
19000.0,2.0,13.0,0.682573,0.93719,3.7066
19000.0,2.0,14.0,0.571338,1.91795,3.54616
20000.0,1.0,1.0,1.55088,0.764116,-0.221943
20000.0,1.0,2.0,1.14627,1.67733,-0.173731
20000.0,1.0,3.0,0.170697,1.78242,0.0191905
20000.0,1.0,4.0,-0.400261,0.9743,0.1639
20000.0,1.0,5.0,0.00435066,0.0610832,0.115688
20000.0,1.0,6.0,0.979921,-0.0440086,-0.0772332
20000.0,1.0,7.0,0.575309,0.869208,-0.0290214
20000.0,2.0,8.0,0.875778,1.41581,2.9872
20000.0,2.0,9.0,0.840728,2.40534,2.84721
20000.0,2.0,10.0,0.446719,2.99626,3.55118
20000.0,2.0,11.0,0.0877601,2.59765,4.39513
20000.0,2.0,12.0,0.122811,1.60811,4.53512
20000.0,2.0,13.0,0.51682,1.01719,3.83115
20000.0,2.0,14.0,0.481769,2.00673,3.69116
21000.0,1.0,1.0,1.62461,0.828583,-0.222975
21000.0,1.0,2.0,1.1961,1.73137,-0.259879
21000.0,1.0,3.0,0.209997,1.82283,-0.121201
21000.0,1.0,4.0,-0.347605,1.0115,0.05438
21000.0,1.0,5.0,0.0808981,0.108715,0.0912833
21000.0,1.0,6.0,1.067,0.0172558,-0.0473942
21000.0,1.0,7.0,0.6385,0.920042,-0.0842976
21000.0,2.0,8.0,0.731551,1.48528,3.12779
21000.0,2.0,9.0,0.764971,2.47354,2.97872
21000.0,2.0,10.0,0.437564,3.09757,3.68822
21000.0,2.0,11.0,0.0767366,2.73334,4.54679
21000.0,2.0,12.0,0.0433169,1.74508,4.69586
21000.0,2.0,13.0,0.370724,1.12105,3.98636
21000.0,2.0,14.0,0.404144,2.10931,3.83729
22000.0,1.0,1.0,1.66094,0.873731,-0.211787
22000.0,1.0,2.0,1.21955,1.76425,-0.322019
22000.0,1.0,3.0,0.225402,1.84222,-0.247272
22000.0,1.0,4.0,-0.327357,1.02967,-0.0622918
22000.0,1.0,5.0,0.114032,0.139148,0.0479405
22000.0,1.0,6.0,1.10818,0.0611796,-0.0268072
22000.0,1.0,7.0,0.666792,0.951698,-0.137039
22000.0,2.0,8.0,0.569915,1.57464,3.26166
22000.0,2.0,9.0,0.691657,2.55367,3.09832
22000.0,2.0,10.0,0.433277,3.21413,3.80332
22000.0,2.0,11.0,0.0531552,2.89557,4.67166
22000.0,2.0,12.0,-0.0685869,1.91654,4.83501
22000.0,2.0,13.0,0.189793,1.25607,4.13001
22000.0,2.0,14.0,0.311535,2.2351,3.96666
23000.0,1.0,1.0,1.69598,0.932254,-0.192181
23000.0,1.0,2.0,1.23262,1.79673,-0.38704
23000.0,1.0,3.0,0.23403,1.84493,-0.364597
23000.0,1.0,4.0,-0.301195,1.02865,-0.147296
23000.0,1.0,5.0,0.162166,0.164172,0.0475618
23000.0,1.0,6.0,1.16075,0.115972,0.0251194
23000.0,1.0,7.0,0.697391,0.980453,-0.169739
23000.0,2.0,8.0,0.373792,1.66017,3.39186
23000.0,2.0,9.0,0.586458,2.6193,3.20522
23000.0,2.0,10.0,0.395981,3.31719,3.89564
23000.0,2.0,11.0,-0.00716324,3.05594,4.77269
23000.0,2.0,12.0,-0.219829,2.09681,4.95933
23000.0,2.0,13.0,-0.0293515,1.39892,4.26891
23000.0,2.0,14.0,0.183315,2.35806,4.08227
24000.0,1.0,1.0,1.7431,1.00254,-0.154379
24000.0,1.0,2.0,1.26822,1.82293,-0.472886
24000.0,1.0,3.0,0.269431,1.83585,-0.520279
24000.0,1.0,4.0,-0.254483,1.02838,-0.249166
24000.0,1.0,5.0,0.220396,0.207983,0.0693402
24000.0,1.0,6.0,1.21919,0.195063,0.116734
24000.0,1.0,7.0,0.74431,1.01546,-0.201773
24000.0,2.0,8.0,0.145612,1.7442,3.53222
24000.0,2.0,9.0,0.468316,2.66622,3.31835
24000.0,2.0,10.0,0.353006,3.40332,3.98423
24000.0,2.0,11.0,-0.0850074,3.2184,4.86397
24000.0,2.0,12.0,-0.407711,2.29637,5.07784
24000.0,2.0,13.0,-0.292402,1.55928,4.41196
24000.0,2.0,14.0,0.0303022,2.4813,4.19809
25000.0,1.0,1.0,1.78975,1.07204,-0.096216
25000.0,1.0,2.0,1.3192,1.83906,-0.532403
25000.0,1.0,3.0,0.327889,1.80985,-0.660659
25000.0,1.0,4.0,-0.192867,1.01361,-0.352728
25000.0,1.0,5.0,0.277688,0.246592,0.083459
25000.0,1.0,6.0,1.269,0.275808,0.211715
25000.0,1.0,7.0,0.798444,1.04283,-0.224472
25000.0,2.0,8.0,-0.0807852,1.82933,3.70543
25000.0,2.0,9.0,0.36312,2.697,3.48161
25000.0,2.0,10.0,0.298079,3.46948,4.1133
25000.0,2.0,11.0,-0.210868,3.37429,4.96882
25000.0,2.0,12.0,-0.654773,2.50662,5.19265
25000.0,2.0,13.0,-0.589732,1.73414,4.56095
25000.0,2.0,14.0,-0.145826,2.60181,4.33713
26000.0,1.0,1.0,1.83447,1.14923,-0.0394261
26000.0,1.0,2.0,1.38742,1.84939,-0.596131
26000.0,1.0,3.0,0.414654,1.76942,-0.813689
26000.0,1.0,4.0,-0.111064,0.989297,-0.474541
26000.0,1.0,5.0,0.335984,0.289135,0.0821644
26000.0,1.0,6.0,1.30875,0.3691,0.299722
26000.0,1.0,7.0,0.861702,1.06926,-0.256984
26000.0,2.0,8.0,-0.305246,1.90818,3.87262
26000.0,2.0,9.0,0.258412,2.7078,3.66552
26000.0,2.0,10.0,0.221134,3.51274,4.25769
26000.0,2.0,11.0,-0.379801,3.51807,5.05697
26000.0,2.0,12.0,-0.943458,2.71844,5.26408
26000.0,2.0,13.0,-0.906181,1.9135,4.6719
26000.0,2.0,14.0,-0.342523,2.71312,4.4648
27000.0,1.0,1.0,1.85317,1.23846,0.00149178
27000.0,1.0,2.0,1.42619,1.85977,-0.655508
27000.0,1.0,3.0,0.482616,1.70595,-0.948791
27000.0,1.0,4.0,-0.0339727,0.930809,-0.585075
27000.0,1.0,5.0,0.393008,0.309489,0.0719251
27000.0,1.0,6.0,1.33658,0.463312,0.365208
27000.0,1.0,7.0,0.909597,1.08463,-0.291792
27000.0,2.0,8.0,-0.53111,1.97572,4.03929
27000.0,2.0,9.0,0.1474,2.69227,3.87747
27000.0,2.0,10.0,0.130017,3.52983,4.42353
27000.0,2.0,11.0,-0.565876,3.65086,5.1314
27000.0,2.0,12.0,-1.24439,2.93431,5.29322
27000.0,2.0,13.0,-1.227,2.09674,4.74716
27000.0,2.0,14.0,-0.548493,2.81329,4.58534
28000.0,1.0,1.0,1.84668,1.35697,0.0492185
28000.0,1.0,2.0,1.45795,1.87262,-0.714325
28000.0,1.0,3.0,0.561769,1.62327,-1.08131
28000.0,1.0,4.0,0.054308,0.858272,-0.684747
28000.0,1.0,5.0,0.443033,0.342623,0.0787968
28000.0,1.0,6.0,1.33922,0.591972,0.44578
28000.0,1.0,7.0,0.950494,1.10762,-0.317764
28000.0,2.0,8.0,-0.733619,2.02173,4.17156
28000.0,2.0,9.0,0.0298215,2.6604,4.07533
28000.0,2.0,10.0,0.0248578,3.52493,4.57788
28000.0,2.0,11.0,-0.743546,3.75079,5.17667
28000.0,2.0,12.0,-1.50699,3.11212,5.2729
28000.0,2.0,13.0,-1.50202,2.24759,4.77035
28000.0,2.0,14.0,-0.738582,2.88626,4.67412
29000.0,1.0,1.0,1.81449,1.4509,0.0692927
29000.0,1.0,2.0,1.49357,1.84288,-0.792892
29000.0,1.0,3.0,0.656794,1.49798,-1.21815
29000.0,1.0,4.0,0.140937,0.761098,-0.781229
29000.0,1.0,5.0,0.461858,0.36912,0.0809554
29000.0,1.0,6.0,1.29864,0.71402,0.506216
29000.0,1.0,7.0,0.977715,1.106,-0.355968
29000.0,2.0,8.0,-0.970119,2.06328,4.30708
29000.0,2.0,9.0,-0.126123,2.59963,4.30697
29000.0,2.0,10.0,-0.0934227,3.4805,4.7792
29000.0,2.0,11.0,-0.904717,3.82502,5.25154
29000.0,2.0,12.0,-1.74871,3.28867,5.25165
29000.0,2.0,13.0,-1.78141,2.4078,4.77942
29000.0,2.0,14.0,-0.937418,2.94415,4.77931
30000.0,1.0,1.0,1.77761,1.54726,0.0652106
30000.0,1.0,2.0,1.52234,1.81769,-0.863072
30000.0,1.0,3.0,0.75236,1.3721,-1.31978
30000.0,1.0,4.0,0.237638,0.656091,-0.848201
30000.0,1.0,5.0,0.4929,0.38566,0.0800818
30000.0,1.0,6.0,1.26288,0.831244,0.536788
30000.0,1.0,7.0,1.00762,1.10167,-0.391495
30000.0,2.0,8.0,-1.20955,2.13923,4.4149
30000.0,2.0,9.0,-0.30211,2.53835,4.54625
30000.0,2.0,10.0,-0.204462,3.41257,5.02187
30000.0,2.0,11.0,-1.01426,3.88766,5.36613
30000.0,2.0,12.0,-1.9217,3.48854,5.23478
30000.0,2.0,13.0,-2.01934,2.61433,4.75917
30000.0,2.0,14.0,-1.1119,3.01345,4.89052
31000.0,1.0,1.0,1.74277,1.65377,0.0487567
31000.0,1.0,2.0,1.53627,1.80915,-0.917275
31000.0,1.0,3.0,0.82735,1.26857,-1.37027
31000.0,1.0,4.0,0.324926,0.572606,-0.857229
31000.0,1.0,5.0,0.531421,0.417229,0.108803
31000.0,1.0,6.0,1.24034,0.957811,0.561796
31000.0,1.0,7.0,1.03385,1.11319,-0.404236
31000.0,2.0,8.0,-1.39996,2.19096,4.53284
31000.0,2.0,9.0,-0.478001,2.4998,4.76654
31000.0,2.0,10.0,-0.345531,3.38326,5.21593
31000.0,2.0,11.0,-1.13502,3.95789,5.43161
31000.0,2.0,12.0,-2.05697,3.64905,5.19791
31000.0,2.0,13.0,-2.18944,2.76558,4.74853
31000.0,2.0,14.0,-1.26749,3.07442,4.98223
32000.0,1.0,1.0,1.6989,1.73836,0.00495368
32000.0,1.0,2.0,1.52054,1.80086,-0.977025
32000.0,1.0,3.0,0.87185,1.17379,-1.40828
32000.0,1.0,4.0,0.401526,0.484217,-0.857567
32000.0,1.0,5.0,0.579887,0.421722,0.124412
32000.0,1.0,6.0,1.22857,1.0488,0.555672
32000.0,1.0,7.0,1.05021,1.11129,-0.426306
32000.0,2.0,8.0,-1.58568,2.23484,4.67739
32000.0,2.0,9.0,-0.670242,2.4932,4.98598
32000.0,2.0,10.0,-0.512848,3.3979,5.3819
32000.0,2.0,11.0,-1.27089,4.04423,5.46923
32000.0,2.0,12.0,-2.18632,3.78587,5.16064
32000.0,2.0,13.0,-2.34372,2.88117,4.76472
32000.0,2.0,14.0,-1.42828,3.13953,5.07331
33000.0,1.0,1.0,1.62867,1.81184,-0.0326556
33000.0,1.0,2.0,1.4806,1.79568,-1.0215
33000.0,1.0,3.0,0.879252,1.10656,-1.42584
33000.0,1.0,4.0,0.425978,0.433584,-0.841328
33000.0,1.0,5.0,0.57405,0.449738,0.147517
33000.0,1.0,6.0,1.1754,1.13886,0.551853
33000.0,1.0,7.0,1.02732,1.12271,-0.436992
33000.0,2.0,8.0,-1.76221,2.2887,4.77145
33000.0,2.0,9.0,-0.869508,2.52219,5.15689
33000.0,2.0,10.0,-0.708155,3.43747,5.52596
